LSOA code,Borough,Burglary_Count,latitude,longitude
E01003978,Southwark,321,51.49527681868653,-0.0747705486400368
E01003979,Southwark,321,51.4946626819136,-0.0812630851382846
E01001010,Croydon,321,51.3780705142336,-0.1221866874705257
E01001987,Haringey,321,51.57698644649337,-0.1384855253621987
E01002579,Hounslow,321,51.477932794406506,-0.2706910393340866
E01002566,Hounslow,320,51.49073903808755,-0.2911469465251788
E01001874,Hammersmith and Fulham,320,51.51877773791917,-0.2295643992841202
E01001948,Hammersmith and Fulham,320,51.47488209609328,-0.2034199578441372
E01004703,Westminster,320,51.5230736568048,-0.180614554402262
E01004509,Wandsworth,320,51.46056548460744,-0.1923768317957788
E01000114,Barking and Dagenham,320,51.5636182490228,0.1481982142591787
E01002056,Haringey,320,51.57637069226017,-0.0849225112754633
E01003119,Lambeth,320,51.42886674401516,-0.1356710323426966
